Liblinear SVM,0.0,0.01,0.0015628814697265625
Liblinear SVM,0.0,0.02,0.0015630245208740235
Liblinear SVM,0.003717472118959107,0.03,0.003124856948852539
Liblinear SVM,0.003717472118959107,0.04,0.0031249523162841797
Liblinear SVM,0.003717472118959107,0.05,0.003125286102294922
Liblinear SVM,0.003717472118959107,0.06,0.003125
Liblinear SVM,0.007380073800738007,0.07,0.0031248807907104494
Liblinear SVM,0.007380073800738007,0.08,0.0
Liblinear SVM,0.007380073800738007,0.09,0.003125119209289551
Liblinear SVM,0.007352941176470588,0.1,0.0031249523162841797
Liblinear SVM,0.0072992700729927005,0.11,0.0015626192092895509
Liblinear SVM,0.010909090909090908,0.12,0.001562643051147461
Liblinear SVM,0.014388489208633093,0.13,0.0031249284744262694
Liblinear SVM,0.021597617541640312,0.14,0.006248760223388672
Liblinear SVM,0.025105042016806724,0.15,0.003125
Liblinear SVM,0.025105042016806724,0.16,0.00468747615814209
Liblinear SVM,0.03204526491447643,0.17,0.0031249523162841797
Liblinear SVM,0.03569480165224846,0.18,0.0031252145767211915
Liblinear SVM,0.03566806439923384,0.19,0.0031250715255737305
Liblinear SVM,0.03566806439923384,0.2,0.0
Liblinear SVM,0.035567821309741815,0.21,0.0031243324279785155
Liblinear SVM,0.035369445511589194,0.22,0.0015625715255737304
Liblinear SVM,0.035342902711323766,0.23,0.00468757152557373
Liblinear SVM,0.035342902711323766,0.24,0.001562213897705078
Liblinear SVM,0.038579101623919795,0.25,0.0015623092651367188
Liblinear SVM,0.04191646682653877,0.26,0.0015630722045898438
Liblinear SVM,0.04191646682653877,0.27,0.0
Liblinear SVM,0.04512527908707518,0.28,0.004687881469726563
Liblinear SVM,0.04868372265480164,0.29,0.004687452316284179
Liblinear SVM,0.04842392104875534,0.3,0.0
Liblinear SVM,0.048295350288083974,0.31,0.003125929832458496
Liblinear SVM,0.04821881869967085,0.32,0.0
Liblinear SVM,0.05149248311424213,0.33,0.0015625715255737304
Liblinear SVM,0.05481224172006945,0.34,0.0032227277755737306
Liblinear SVM,0.05481224172006945,0.35,0.001562809944152832
Liblinear SVM,0.06446984608817322,0.36,0.006249451637268066
Liblinear SVM,0.06741784037558686,0.37,0.0031258583068847655
Liblinear SVM,0.07063866366191948,0.38,0.004687595367431641
Liblinear SVM,0.08016059337892553,0.39,0.004687356948852539
Liblinear SVM,0.08016059337892553,0.4,0.003989291191101074
Liblinear SVM,0.0832655091336589,0.41,0.0037001848220825197
Liblinear SVM,0.08660778658976208,0.42,0.003699970245361328
Liblinear SVM,0.08660778658976208,0.43,0.0041985750198364254
Liblinear SVM,0.08948876354194646,0.44,0.0035001516342163088
Liblinear SVM,0.08948876354194646,0.45,0.0040997743606567385
Liblinear SVM,0.09260597436382031,0.46,0.0038997888565063476
Liblinear SVM,0.09220539668864662,0.47,0.0039997100830078125
Liblinear SVM,0.09530392802282203,0.48,0.003799772262573242
Liblinear SVM,0.09530392802282203,0.49,0.003999829292297363
Liblinear SVM,0.10159681726524608,0.5,0.004399919509887695
Liblinear SVM,0.10484922221256625,0.51,0.004299330711364746
Liblinear SVM,0.10793284274585124,0.52,0.004099464416503907
Liblinear SVM,0.10793284274585124,0.53,0.0051261186599731445
Liblinear SVM,0.11029082774049218,0.54,0.003123784065246582
Liblinear SVM,0.11348940914158304,0.55,0.004686307907104492
Liblinear SVM,0.1130242825607064,0.56,0.003124856948852539
Liblinear SVM,0.11890558140987602,0.57,0.004686498641967773
Liblinear SVM,0.12492009485513969,0.58,0.0062498807907104496
