Classifier,Score,C-value,Execution Time
Liblinear SVM,0.4098352682697762,1,1.6960948944091796
Liblinear SVM,0.5461366197378199,2,1.7240992784500122
Liblinear SVM,0.6081925755182689,3,1.7423595666885376
Liblinear SVM,0.6424000937028232,4,3.0129671335220336
Liblinear SVM,0.6659069592809586,5,3.9881024599075316
Liblinear SVM,0.681458250148128,6,1.9432392597198487
Liblinear SVM,0.6918297792414628,7,2.0609378576278687
Liblinear SVM,0.6995879451254727,8,2.741335725784302
Liblinear SVM,0.705419742486587,9,2.0124194622039795
Liblinear SVM,0.7096738686291766,10,2.3554309606552124
Liblinear SVM,0.7130854766264239,11,3.294986867904663
Liblinear SVM,0.7172663406907782,12,2.2755924224853517
Liblinear SVM,0.7193708685268463,13,2.798981022834778
Liblinear SVM,0.7208997421564276,14,2.5205244541168215
Liblinear SVM,0.7228521271330124,15,2.3075219631195067
Liblinear SVM,0.7243983729047274,16,2.758970785140991
Liblinear SVM,0.7259792519315366,17,1.9931192636489867
Liblinear SVM,0.7272042081106989,18,2.310247015953064
Liblinear SVM,0.7286770524459742,19,2.82609281539917
Liblinear SVM,0.7295626537122502,20,2.617094302177429
Liblinear SVM,0.7308657645662194,21,2.5679994344711305
Liblinear SVM,0.7312230877359246,22,3.194228267669678
Liblinear SVM,0.7317504776029753,23,2.4143197774887084
Liblinear SVM,0.7326453799664905,24,2.2573209047317504
Liblinear SVM,0.7333324502308682,25,3.016219139099121
Liblinear SVM,0.7340357182537958,26,3.569631028175354
Liblinear SVM,0.7342663688417406,27,3.2369546413421633
Liblinear SVM,0.7349455536556617,28,2.880658769607544
Liblinear SVM,0.7356560403495844,29,2.0038628578186035
Liblinear SVM,0.7362656151665524,30,2.472016429901123
Liblinear SVM,0.7361172465453565,31,2.6478072881698607
Liblinear SVM,0.7365803351586706,32,2.2144599676132204
Liblinear SVM,0.7371664649894882,33,1.8585610866546631
Liblinear SVM,0.7370998196988132,34,2.9439252614974976
Liblinear SVM,0.7367272190052425,35,2.459387421607971
Liblinear SVM,0.7369944559008142,36,2.6843549251556396
Liblinear SVM,0.73728720357247,37,2.8402299880981445
Liblinear SVM,0.7370098343944136,38,2.3604631423950195
Liblinear SVM,0.7373306207428215,39,3.0971545934677125
Liblinear SVM,0.73720327020779,40,2.0166350841522216
Liblinear SVM,0.7375951598745902,41,2.339069890975952
Liblinear SVM,0.7375992148216324,42,2.601838397979736
Liblinear SVM,0.7378318743149364,43,2.536378002166748
Liblinear SVM,0.7381056193923234,44,2.6785065650939943
Liblinear SVM,0.737642615118441,45,2.5199291467666627
Liblinear SVM,0.737466388720239,46,2.6066777229309084
Liblinear SVM,0.7374414642747222,47,2.223794722557068
Liblinear SVM,0.7377496860038226,48,2.97979052066803
Liblinear SVM,0.7378174988230293,49,2.8102014303207397
Liblinear SVM,0.7377725854284359,50,3.0435717344284057
Liblinear SVM,0.737672108126433,51,2.762429642677307
Liblinear SVM,0.7378865765863208,52,3.1373543977737426
Liblinear SVM,0.7382075100905113,53,2.2872052431106566
Liblinear SVM,0.7383255746726427,54,2.5475613594055178
Liblinear SVM,0.7384875584201858,55,1.9514653444290162
Liblinear SVM,0.7385249711553648,56,2.6259724855422975
Liblinear SVM,0.738606946076389,57,1.8378808736801147
Liblinear SVM,0.7382839435080802,58,2.4267699480056764
Liblinear SVM,0.73836485883121,59,2.1189822912216187
Liblinear SVM,0.7384170182849177,60,3.7584593534469604
Liblinear SVM,0.7381802802279802,61,2.5366193532943724
Liblinear SVM,0.7379958865792051,62,2.389121675491333
Liblinear SVM,0.7381454903514915,63,2.8718308925628664
Liblinear SVM,0.7379133575225546,64,1.736056661605835
Liblinear SVM,0.7380491598538841,65,2.0941298961639405
Liblinear SVM,0.7380893636051554,66,1.725718092918396
Liblinear SVM,0.7382675659142818,67,3.062587094306946
Liblinear SVM,0.7382151064539224,68,2.4550177812576295
Liblinear SVM,0.7382957636598249,69,2.979658818244934
Liblinear SVM,0.7382197112450667,70,2.8811959981918336
Liblinear SVM,0.7382664513602659,71,2.8782806634902953
Liblinear SVM,0.7380893348175808,72,2.674410176277161
Liblinear SVM,0.7378899971339532,73,2.9130544900894164
Liblinear SVM,0.7379369987889404,74,2.4615501880645754
Liblinear SVM,0.7376083441546505,75,1.8289695978164673
Liblinear SVM,0.737620035235256,76,2.5859808206558226
Liblinear SVM,0.7379349200844278,77,1.6908038854599
Liblinear SVM,0.7382178231089175,78,1.7560191869735717
Liblinear SVM,0.7383873420011196,79,2.715359020233154
Liblinear SVM,0.7383571759886096,80,2.3084892988204957
Liblinear SVM,0.7384812980134302,81,3.125527548789978
Liblinear SVM,0.7387544788795535,82,2.745178461074829
Liblinear SVM,0.7382306567696316,83,2.4977275133132935
Liblinear SVM,0.7381241558961218,84,4.385750031471252
Liblinear SVM,0.738037050072937,85,2.542692852020264
Liblinear SVM,0.7379398482276642,86,1.785491704940796
Liblinear SVM,0.7378945246581561,87,3.642092394828796
Liblinear SVM,0.737738029611168,88,2.8693946599960327
Liblinear SVM,0.7373584531659398,89,2.4658957719802856
Liblinear SVM,0.7373503151435826,90,2.506086015701294
Liblinear SVM,0.7373541746164638,91,2.3371937036514283
Liblinear SVM,0.7372797465597888,92,1.7401094675064086
Liblinear SVM,0.7374356366515769,93,1.8142366647720336
Liblinear SVM,0.7373854243504551,94,2.6703542470932007
Liblinear SVM,0.7373866156034843,95,2.4804170608520506
Liblinear SVM,0.7373215250146226,96,2.507619261741638
